Rank_ID,Rank_Title,Working Area,Pay in ($),Location,Experience Level,Certification Required,Key Skills
J6152,Penetration Tester,Application and Web Security,117642,Germany,Senior,CCNA,Vulnerability Assessment
J6153,Security Architect,Incident Takeover,83649,United Kingdom,Senior,CCIE,Mitigation
J6154,Cloud Architect,Cloud Security and Architect,93651,Germany,Mid-Level,Ethical Hacking,Vulnerability Assessment
J6155,Security Consultant,Network Monitoring and Security,106618,United Kingdom,Entry-Level,CCIE,Python
J6156,Penetration Tester,Application and Web Security,109979,Denmark,Entry-Level,CCNA,Secure Software
J6157,Cloud Architect,Security Manager,101287,Germany,Entry-Level,CCNA,Vulnerability Assessment
J6158,Security Consultant,Security Manager,115689,Germany,Senior,CCIE,Mitigation
J6159,Security Consultant,Incident Takeover,89607,China,Entry-Level,CISSP,Linux
J6160,Cloud Architect,Incident Takeover,101901,Denmark,Mid-Level,CompTIA Security+,Threat Management
J6161,Security Consultant,Cloud Security and Architect,93353,Germany,Senior,CompTIA Security+,Secure Software
J6162,Security Compliance Manager,Penetration Tester,95901,United Kingdom,Mid-Level,Ethical Hacking,Vulnerability Assessment
J6163,Security Compliance Manager,Cloud Security and Architect,104028,America,Mid-Level,CompTIA Security+,Vulnerability Assessment
J6164,Penetration Tester,Security Manager,95357,New York,Entry-Level,CompTIA Security+,Python
J6165,GRC Manager,Penetration Tester,124612,Denmark,Entry-Level,CCIE,Mitigation
J6166,Security Architect,Security Manager,98618,Denmark,Entry-Level,CCNA,Threat Management
J6167,GRC Manager,Security Manager,84182,Canada,Senior,CompTIA Security+,Threat Management
J6168,Cloud Architect,Incident Takeover,106288,United Kingdom,Mid-Level,CCNA,Linux
J6169,GRC Manager,Cloud Security and Architect,111151,New York,Senior,CCIE,Python
J6170,Cloud Architect,Cloud Security and Architect,122219,America,Entry-Level,Ethical Hacking,Python
J6171,Penetration Tester,Application and Web Security,82586,America,Entry-Level,CCNA,Python
J6172,GRC Manager,Cloud Security and Architect,96449,Denmark,Entry-Level,CCIE,Python
J6173,Security Architect,Network Monitoring and Security,90564,China,Mid-Level,CISSP,Threat Management
J6174,Cloud Architect,Application and Web Security,97006,United Kingdom,Entry-Level,Ethical Hacking,Vulnerability Assessment
J6175,GRC Manager,GRC,105431,New York,Mid-Level,CompTIA Security+,Python
J6176,Penetration Tester,Incident Takeover,91759,Denmark,Mid-Level,CCNA,Linux
J6177,Cloud Architect,Network Monitoring and Security,94666,China,Entry-Level,CCNA,Threat Management
J6178,Security Architect,Incident Takeover,146009,Canada,Mid-Level,CISSP,Threat Management
J6179,Security Consultant,Penetration Tester,87928,America,Senior,Ethical Hacking,Threat Management
J6180,GRC Manager,Cloud Security and Architect,95276,New York,Mid-Level,Ethical Hacking,Threat Management
J6181,Security Architect,Incident Takeover,91663,Denmark,Entry-Level,CCIE,Vulnerability Assessment
J6182,Security Architect,Incident Takeover,105771,Germany,Mid-Level,Ethical Hacking,Secure Software
J6183,Penetration Tester,Incident Takeover,89192,Germany,Entry-Level,CCIE,Mitigation
J6184,Cloud Architect,GRC,109812,Germany,Mid-Level,CISSP,Threat Management
J6185,Security Compliance Manager,Network Monitoring and Security,111440,Denmark,Senior,CCNA,Python
J6186,Cloud Architect,Application and Web Security,93928,Denmark,Mid-Level,CCIE,Python
J6187,Cloud Architect,Penetration Tester,113776,Germany,Mid-Level,CISSP,Mitigation
J6188,Security Consultant,Network Monitoring and Security,96267,Germany,Entry-Level,CompTIA Security+,Secure Software
J6189,Cloud Architect,GRC,89327,China,Mid-Level,CISSP,Threat Management
J6190,Security Compliance Manager,GRC,108016,Germany,Entry-Level,Ethical Hacking,Python
J6191,Cloud Architect,Penetration Tester,129896,United Kingdom,Senior,CISSP,Linux
J6192,Security Architect,GRC,80430,Germany,Entry-Level,CCNA,Threat Management
J6193,GRC Manager,Application and Web Security,104946,Denmark,Senior,CCIE,Python
J6194,Cloud Architect,Penetration Tester,105674,America,Senior,CCIE,Secure Software
J6195,GRC Manager,GRC,122906,Denmark,Entry-Level,Ethical Hacking,Vulnerability Assessment
J6196,Security Compliance Manager,Cloud Security and Architect,103742,America,Senior,Ethical Hacking,Threat Management
J6197,Security Compliance Manager,Incident Takeover,90758,America,Entry-Level,CompTIA Security+,Threat Management
J6198,GRC Manager,Network Monitoring and Security,115865,America,Senior,CompTIA Security+,Secure Software
J6199,Security Consultant,GRC,82911,Germany,Mid-Level,CCNA,Secure Software
J6200,Cloud Architect,GRC,116858,America,Senior,CCNA,Vulnerability Assessment
J6201,Security Architect,Application and Web Security,109285,America,Mid-Level,CCIE,Python
J6202,GRC Manager,Incident Takeover,104009,China,Entry-Level,Ethical Hacking,Linux
J6203,Security Compliance Manager,Application and Web Security,104766,United Kingdom,Senior,Ethical Hacking,Python
J6204,GRC Manager,Cloud Security and Architect,115871,Denmark,Entry-Level,CCIE,Vulnerability Assessment
J6205,Security Architect,Application and Web Security,125086,China,Mid-Level,CompTIA Security+,Python
J6206,Cloud Architect,Penetration Tester,119322,China,Senior,CompTIA Security+,Python
J6207,Security Architect,Application and Web Security,95827,China,Senior,Ethical Hacking,Threat Management
J6208,Security Compliance Manager,Application and Web Security,140994,United Kingdom,Senior,CISSP,Secure Software
J6209,Security Compliance Manager,Application and Web Security,138566,United Kingdom,Entry-Level,CCNA,Linux
J6210,Penetration Tester,Incident Takeover,97772,Canada,Senior,Ethical Hacking,Mitigation
J6211,GRC Manager,Cloud Security and Architect,108459,China,Mid-Level,CCIE,Mitigation
J6212,Cloud Architect,Penetration Tester,124991,Germany,Senior,CISSP,Threat Management
J6213,Penetration Tester,Incident Takeover,91537,Germany,Entry-Level,CCIE,Secure Software
J6214,Security Consultant,Security Manager,98341,Germany,Entry-Level,CompTIA Security+,Mitigation
J6215,Security Compliance Manager,Cloud Security and Architect,114461,Canada,Mid-Level,CISSP,Python
J6216,Cloud Architect,Security Manager,103377,America,Entry-Level,CCIE,Mitigation
J6217,Security Consultant,Cloud Security and Architect,108108,United Kingdom,Entry-Level,CCNA,Threat Management
J6218,Security Architect,Cloud Security and Architect,115637,New York,Mid-Level,CCIE,Mitigation
J6219,Security Compliance Manager,Network Monitoring and Security,149310,Denmark,Entry-Level,CompTIA Security+,Threat Management
J6220,Penetration Tester,Network Monitoring and Security,136162,New York,Senior,Ethical Hacking,Secure Software
J6221,Security Compliance Manager,Application and Web Security,134713,New York,Entry-Level,CISSP,Linux
J6222,GRC Manager,Security Manager,100970,Germany,Entry-Level,CCIE,Mitigation
J6223,Security Consultant,Network Monitoring and Security,115082,Denmark,Entry-Level,CCNA,Linux
J6224,GRC Manager,Application and Web Security,96012,China,Senior,CISSP,Secure Software
J6225,Security Architect,Network Monitoring and Security,106379,America,Senior,CompTIA Security+,Threat Management
J6226,Penetration Tester,Penetration Tester,123879,Denmark,Entry-Level,CISSP,Secure Software
J6227,Security Consultant,Security Manager,106385,Denmark,Entry-Level,CISSP,Python
J6228,Security Compliance Manager,GRC,119148,New York,Senior,CCIE,Secure Software
J6229,Security Compliance Manager,Security Manager,96356,Denmark,Mid-Level,CISSP,Threat Management
J6230,Security Compliance Manager,Network Monitoring and Security,100060,Germany,Entry-Level,CompTIA Security+,Threat Management
J6231,Security Consultant,Network Monitoring and Security,116782,Denmark,Mid-Level,CCIE,Threat Management
J6232,Cloud Architect,Penetration Tester,100573,China,Senior,CCNA,Vulnerability Assessment
J6233,Security Consultant,Security Manager,95569,America,Mid-Level,CISSP,Linux
J6234,Cloud Architect,Application and Web Security,109470,Denmark,Entry-Level,CISSP,Linux
J6235,Security Compliance Manager,Network Monitoring and Security,85222,New York,Entry-Level,CompTIA Security+,Python
J6236,GRC Manager,Incident Takeover,100566,China,Senior,CCIE,Mitigation
J6237,Cloud Architect,Incident Takeover,109603,New York,Senior,CCIE,Python
J6238,Security Architect,Incident Takeover,108083,Germany,Mid-Level,CISSP,Secure Software
J6239,Security Architect,GRC,95902,America,Mid-Level,CCNA,Secure Software
J6240,Cloud Architect,Penetration Tester,98124,New York,Senior,CISSP,Vulnerability Assessment
J6241,Penetration Tester,Network Monitoring and Security,92799,Germany,Mid-Level,CISSP,Python
J6242,Cloud Architect,Application and Web Security,95029,New York,Entry-Level,CompTIA Security+,Linux
J6243,Security Compliance Manager,Security Manager,98172,China,Mid-Level,CompTIA Security+,Secure Software
J6244,GRC Manager,Penetration Tester,94945,New York,Mid-Level,CCIE,Mitigation
J6245,GRC Manager,Network Monitoring and Security,94086,Germany,Entry-Level,CISSP,Mitigation
J6246,GRC Manager,GRC,107931,United Kingdom,Mid-Level,CISSP,Mitigation
J6247,Security Compliance Manager,GRC,95023,China,Mid-Level,CCNA,Mitigation
J6248,Security Consultant,Penetration Tester,87821,United Kingdom,Mid-Level,Ethical Hacking,Linux
J6249,Security Consultant,Network Monitoring and Security,149566,China,Entry-Level,CCNA,Vulnerability Assessment
J6250,Security Architect,Cloud Security and Architect,112245,America,Entry-Level,CompTIA Security+,Threat Management
J6251,Security Architect,GRC,95518,United Kingdom,Entry-Level,CISSP,Threat Management
J6252,GRC Manager,Cloud Security and Architect,106418,Canada,Senior,CCNA,Python
J6253,Security Architect,Network Monitoring and Security,89228,New York,Entry-Level,CISSP,Linux
J6254,Security Consultant,Network Monitoring and Security,103842,United Kingdom,Entry-Level,Ethical Hacking,Linux
J6255,Security Consultant,Cloud Security and Architect,115789,Denmark,Mid-Level,CCIE,Python
J6256,Security Architect,Penetration Tester,100281,Denmark,Entry-Level,Ethical Hacking,Mitigation
J6257,GRC Manager,Cloud Security and Architect,147567,America,Mid-Level,CISSP,Python
J6258,Security Consultant,Application and Web Security,93874,Canada,Senior,CCNA,Secure Software
J6259,Cloud Architect,Incident Takeover,97503,New York,Senior,CISSP,Threat Management
J6260,Security Compliance Manager,GRC,109686,Denmark,Senior,CompTIA Security+,Python
J6261,GRC Manager,Security Manager,102092,China,Entry-Level,CCNA,Vulnerability Assessment
J6262,Penetration Tester,Incident Takeover,100168,United Kingdom,Entry-Level,CISSP,Vulnerability Assessment
J6263,Security Consultant,Cloud Security and Architect,117608,China,Mid-Level,CompTIA Security+,Linux
J6264,Security Compliance Manager,Incident Takeover,80363,Germany,Entry-Level,CISSP,Mitigation
J6265,Cloud Architect,Security Manager,93730,Germany,Entry-Level,CompTIA Security+,Linux
J6266,Cloud Architect,Penetration Tester,120472,Germany,Entry-Level,CCIE,Secure Software
J6267,Security Compliance Manager,Network Monitoring and Security,102804,America,Senior,Ethical Hacking,Python
J6268,Penetration Tester,Application and Web Security,102583,America,Entry-Level,CompTIA Security+,Python
J6269,Security Consultant,Incident Takeover,114208,Canada,Entry-Level,Ethical Hacking,Secure Software
J6270,GRC Manager,Network Monitoring and Security,100032,United Kingdom,Entry-Level,CISSP,Secure Software
J6271,GRC Manager,Security Manager,90958,China,Senior,CCIE,Python
J6272,Security Compliance Manager,Penetration Tester,121820,Canada,Entry-Level,Ethical Hacking,Secure Software
J6273,Cloud Architect,Application and Web Security,101033,Canada,Mid-Level,CCNA,Secure Software
J6274,Penetration Tester,Network Monitoring and Security,91328,United Kingdom,Entry-Level,Ethical Hacking,Linux
J6275,Security Architect,Cloud Security and Architect,81413,New York,Senior,Ethical Hacking,Mitigation
J6276,Security Compliance Manager,Incident Takeover,117819,Germany,Mid-Level,CompTIA Security+,Python
J6277,Security Consultant,Penetration Tester,99010,Canada,Entry-Level,CISSP,Threat Management
J6278,Cloud Architect,Incident Takeover,141464,China,Mid-Level,CCNA,Python
J6279,Cloud Architect,GRC,118071,United Kingdom,Senior,CCNA,Python
J6280,Cloud Architect,Application and Web Security,123508,China,Entry-Level,CCIE,Mitigation
J6281,Security Compliance Manager,Security Manager,110108,Denmark,Senior,CISSP,Threat Management
J6282,Security Consultant,Security Manager,126945,America,Mid-Level,CCNA,Linux
J6283,Security Compliance Manager,Security Manager,110713,China,Entry-Level,CompTIA Security+,Secure Software
J6284,Security Consultant,Cloud Security and Architect,116340,America,Senior,Ethical Hacking,Mitigation
J6285,Security Compliance Manager,Cloud Security and Architect,108080,America,Mid-Level,CCNA,Linux
J6286,Security Compliance Manager,GRC,98669,Denmark,Senior,CCNA,Mitigation
J6287,Security Architect,Penetration Tester,102998,New York,Entry-Level,CCNA,Vulnerability Assessment
J6288,Cloud Architect,GRC,96337,China,Mid-Level,CISSP,Threat Management
J6289,Cloud Architect,Incident Takeover,93862,New York,Mid-Level,Ethical Hacking,Linux
J6290,Penetration Tester,Penetration Tester,97478,Canada,Senior,CompTIA Security+,Python
J6291,Penetration Tester,Security Manager,111441,United Kingdom,Entry-Level,CISSP,Threat Management
J6292,Security Consultant,Network Monitoring and Security,82047,America,Entry-Level,CompTIA Security+,Secure Software
J6293,Security Compliance Manager,Incident Takeover,94408,United Kingdom,Senior,Ethical Hacking,Threat Management
J6294,Security Consultant,Cloud Security and Architect,148337,Germany,Entry-Level,CCIE,Secure Software
J6295,GRC Manager,Network Monitoring and Security,105275,America,Mid-Level,CCNA,Secure Software
J6296,Security Compliance Manager,Cloud Security and Architect,109067,America,Mid-Level,CompTIA Security+,Linux
J6297,Security Compliance Manager,Cloud Security and Architect,86279,America,Senior,CISSP,Secure Software
J6298,Penetration Tester,Application and Web Security,97817,New York,Entry-Level,CCIE,Linux
J6299,Security Compliance Manager,Cloud Security and Architect,101589,Canada,Senior,Ethical Hacking,Secure Software
J6300,Cloud Architect,GRC,119318,New York,Senior,CCNA,Threat Management
J6301,Penetration Tester,Incident Takeover,90097,Denmark,Entry-Level,CCNA,Python
J6302,GRC Manager,Network Monitoring and Security,102217,United Kingdom,Senior,CompTIA Security+,Threat Management
J6303,Cloud Architect,GRC,85007,United Kingdom,Senior,CISSP,Secure Software
J6304,GRC Manager,Incident Takeover,89879,Germany,Senior,CISSP,Secure Software
J6305,GRC Manager,Network Monitoring and Security,82258,Germany,Entry-Level,Ethical Hacking,Threat Management
J6306,Security Consultant,Network Monitoring and Security,107996,Germany,Senior,CCIE,Linux
J6307,Penetration Tester,Application and Web Security,94419,New York,Senior,CISSP,Mitigation
J6308,Security Consultant,Incident Takeover,91460,Canada,Entry-Level,CISSP,Python
J6309,Cloud Architect,Cloud Security and Architect,113149,Germany,Mid-Level,CompTIA Security+,Linux
J6310,Security Compliance Manager,Security Manager,126201,China,Entry-Level,CISSP,Linux
J6311,GRC Manager,Cloud Security and Architect,109623,Canada,Mid-Level,CISSP,Secure Software
J6312,Security Compliance Manager,Network Monitoring and Security,113825,United Kingdom,Entry-Level,CISSP,Python
J6313,Cloud Architect,GRC,80563,China,Mid-Level,CCNA,Mitigation
J6314,GRC Manager,Incident Takeover,102899,Canada,Senior,CCNA,Vulnerability Assessment
J6315,Security Consultant,Security Manager,96797,New York,Entry-Level,CompTIA Security+,Python
